date_key,data,ano,mes,dia,trimestre,dia_semana,nome_mes,nome_dia_semana,fim_semana
20240509,2024-05-09,2024,5,9,2,3,Maio,Quinta,False
20240510,2024-05-10,2024,5,10,2,4,Maio,Sexta,False
20240511,2024-05-11,2024,5,11,2,5,Maio,Sábado,True
20240512,2024-05-12,2024,5,12,2,6,Maio,Domingo,True
20240513,2024-05-13,2024,5,13,2,0,Maio,Segunda,False
20240514,2024-05-14,2024,5,14,2,1,Maio,Terça,False
20240515,2024-05-15,2024,5,15,2,2,Maio,Quarta,False
20240516,2024-05-16,2024,5,16,2,3,Maio,Quinta,False
20240517,2024-05-17,2024,5,17,2,4,Maio,Sexta,False
20240518,2024-05-18,2024,5,18,2,5,Maio,Sábado,True
20240519,2024-05-19,2024,5,19,2,6,Maio,Domingo,True
20240520,2024-05-20,2024,5,20,2,0,Maio,Segunda,False
20240521,2024-05-21,2024,5,21,2,1,Maio,Terça,False
20240522,2024-05-22,2024,5,22,2,2,Maio,Quarta,False
20240523,2024-05-23,2024,5,23,2,3,Maio,Quinta,False
20240524,2024-05-24,2024,5,24,2,4,Maio,Sexta,False
20240525,2024-05-25,2024,5,25,2,5,Maio,Sábado,True
20240526,2024-05-26,2024,5,26,2,6,Maio,Domingo,True
20240527,2024-05-27,2024,5,27,2,0,Maio,Segunda,False
20240601,2024-06-01,2024,6,1,2,5,Junho,Sábado,True
20240602,2024-06-02,2024,6,2,2,6,Junho,Domingo,True
20240603,2024-06-03,2024,6,3,2,0,Junho,Segunda,False
20240604,2024-06-04,2024,6,4,2,1,Junho,Terça,False
20240605,2024-06-05,2024,6,5,2,2,Junho,Quarta,False
20240606,2024-06-06,2024,6,6,2,3,Junho,Quinta,False
20240607,2024-06-07,2024,6,7,2,4,Junho,Sexta,False
20240608,2024-06-08,2024,6,8,2,5,Junho,Sábado,True
20240609,2024-06-09,2024,6,9,2,6,Junho,Domingo,True
20240610,2024-06-10,2024,6,10,2,0,Junho,Segunda,False
20240611,2024-06-11,2024,6,11,2,1,Junho,Terça,False
20240612,2024-06-12,2024,6,12,2,2,Junho,Quarta,False
20240613,2024-06-13,2024,6,13,2,3,Junho,Quinta,False
20240614,2024-06-14,2024,6,14,2,4,Junho,Sexta,False
20240615,2024-06-15,2024,6,15,2,5,Junho,Sábado,True
20240616,2024-06-16,2024,6,16,2,6,Junho,Domingo,True
20240617,2024-06-17,2024,6,17,2,0,Junho,Segunda,False
20240618,2024-06-18,2024,6,18,2,1,Junho,Terça,False
20240619,2024-06-19,2024,6,19,2,2,Junho,Quarta,False
20240620,2024-06-20,2024,6,20,2,3,Junho,Quinta,False
20240621,2024-06-21,2024,6,21,2,4,Junho,Sexta,False
20240622,2024-06-22,2024,6,22,2,5,Junho,Sábado,True
20240623,2024-06-23,2024,6,23,2,6,Junho,Domingo,True
20240624,2024-06-24,2024,6,24,2,0,Junho,Segunda,False
20240625,2024-06-25,2024,6,25,2,1,Junho,Terça,False
20240626,2024-06-26,2024,6,26,2,2,Junho,Quarta,False
20240627,2024-06-27,2024,6,27,2,3,Junho,Quinta,False
20240701,2024-07-01,2024,7,1,3,0,Julho,Segunda,False
20240702,2024-07-02,2024,7,2,3,1,Julho,Terça,False
20240703,2024-07-03,2024,7,3,3,2,Julho,Quarta,False
20240704,2024-07-04,2024,7,4,3,3,Julho,Quinta,False
20240705,2024-07-05,2024,7,5,3,4,Julho,Sexta,False
20240706,2024-07-06,2024,7,6,3,5,Julho,Sábado,True
20240707,2024-07-07,2024,7,7,3,6,Julho,Domingo,True
20240708,2024-07-08,2024,7,8,3,0,Julho,Segunda,False
20240709,2024-07-09,2024,7,9,3,1,Julho,Terça,False
20240710,2024-07-10,2024,7,10,3,2,Julho,Quarta,False
20240711,2024-07-11,2024,7,11,3,3,Julho,Quinta,False
20240712,2024-07-12,2024,7,12,3,4,Julho,Sexta,False
20240713,2024-07-13,2024,7,13,3,5,Julho,Sábado,True
20240714,2024-07-14,2024,7,14,3,6,Julho,Domingo,True
20240715,2024-07-15,2024,7,15,3,0,Julho,Segunda,False
20240716,2024-07-16,2024,7,16,3,1,Julho,Terça,False
20240717,2024-07-17,2024,7,17,3,2,Julho,Quarta,False
20240718,2024-07-18,2024,7,18,3,3,Julho,Quinta,False
20240719,2024-07-19,2024,7,19,3,4,Julho,Sexta,False
20240720,2024-07-20,2024,7,20,3,5,Julho,Sábado,True
20240721,2024-07-21,2024,7,21,3,6,Julho,Domingo,True
20240722,2024-07-22,2024,7,22,3,0,Julho,Segunda,False
20240723,2024-07-23,2024,7,23,3,1,Julho,Terça,False
20240724,2024-07-24,2024,7,24,3,2,Julho,Quarta,False
20240725,2024-07-25,2024,7,25,3,3,Julho,Quinta,False
20240726,2024-07-26,2024,7,26,3,4,Julho,Sexta,False
20240727,2024-07-27,2024,7,27,3,5,Julho,Sábado,True
20240801,2024-08-01,2024,8,1,3,3,Agosto,Quinta,False
20240802,2024-08-02,2024,8,2,3,4,Agosto,Sexta,False
20240803,2024-08-03,2024,8,3,3,5,Agosto,Sábado,True
20240804,2024-08-04,2024,8,4,3,6,Agosto,Domingo,True
20240805,2024-08-05,2024,8,5,3,0,Agosto,Segunda,False
20240806,2024-08-06,2024,8,6,3,1,Agosto,Terça,False
20240807,2024-08-07,2024,8,7,3,2,Agosto,Quarta,False
20240808,2024-08-08,2024,8,8,3,3,Agosto,Quinta,False
20240809,2024-08-09,2024,8,9,3,4,Agosto,Sexta,False
20240810,2024-08-10,2024,8,10,3,5,Agosto,Sábado,True
20240811,2024-08-11,2024,8,11,3,6,Agosto,Domingo,True
20240812,2024-08-12,2024,8,12,3,0,Agosto,Segunda,False
20240813,2024-08-13,2024,8,13,3,1,Agosto,Terça,False
20240814,2024-08-14,2024,8,14,3,2,Agosto,Quarta,False
20240815,2024-08-15,2024,8,15,3,3,Agosto,Quinta,False
20240816,2024-08-16,2024,8,16,3,4,Agosto,Sexta,False
20240817,2024-08-17,2024,8,17,3,5,Agosto,Sábado,True
20240818,2024-08-18,2024,8,18,3,6,Agosto,Domingo,True
20240819,2024-08-19,2024,8,19,3,0,Agosto,Segunda,False
20240820,2024-08-20,2024,8,20,3,1,Agosto,Terça,False
20240821,2024-08-21,2024,8,21,3,2,Agosto,Quarta,False
20240822,2024-08-22,2024,8,22,3,3,Agosto,Quinta,False
20240823,2024-08-23,2024,8,23,3,4,Agosto,Sexta,False
20240824,2024-08-24,2024,8,24,3,5,Agosto,Sábado,True
20240825,2024-08-25,2024,8,25,3,6,Agosto,Domingo,True
20240826,2024-08-26,2024,8,26,3,0,Agosto,Segunda,False
20240827,2024-08-27,2024,8,27,3,1,Agosto,Terça,False
20240901,2024-09-01,2024,9,1,3,6,Setembro,Domingo,True
20240902,2024-09-02,2024,9,2,3,0,Setembro,Segunda,False
20240903,2024-09-03,2024,9,3,3,1,Setembro,Terça,False
20240904,2024-09-04,2024,9,4,3,2,Setembro,Quarta,False
20240905,2024-09-05,2024,9,5,3,3,Setembro,Quinta,False
20240906,2024-09-06,2024,9,6,3,4,Setembro,Sexta,False
20240907,2024-09-07,2024,9,7,3,5,Setembro,Sábado,True
20240908,2024-09-08,2024,9,8,3,6,Setembro,Domingo,True
20240909,2024-09-09,2024,9,9,3,0,Setembro,Segunda,False
20240910,2024-09-10,2024,9,10,3,1,Setembro,Terça,False
20240911,2024-09-11,2024,9,11,3,2,Setembro,Quarta,False
20240912,2024-09-12,2024,9,12,3,3,Setembro,Quinta,False
20240913,2024-09-13,2024,9,13,3,4,Setembro,Sexta,False
20240914,2024-09-14,2024,9,14,3,5,Setembro,Sábado,True
20240915,2024-09-15,2024,9,15,3,6,Setembro,Domingo,True
20240916,2024-09-16,2024,9,16,3,0,Setembro,Segunda,False
20240917,2024-09-17,2024,9,17,3,1,Setembro,Terça,False
20240918,2024-09-18,2024,9,18,3,2,Setembro,Quarta,False
20240919,2024-09-19,2024,9,19,3,3,Setembro,Quinta,False
20240920,2024-09-20,2024,9,20,3,4,Setembro,Sexta,False
20240921,2024-09-21,2024,9,21,3,5,Setembro,Sábado,True
20240922,2024-09-22,2024,9,22,3,6,Setembro,Domingo,True
20240923,2024-09-23,2024,9,23,3,0,Setembro,Segunda,False
20240924,2024-09-24,2024,9,24,3,1,Setembro,Terça,False
20240925,2024-09-25,2024,9,25,3,2,Setembro,Quarta,False
20240926,2024-09-26,2024,9,26,3,3,Setembro,Quinta,False
20240927,2024-09-27,2024,9,27,3,4,Setembro,Sexta,False
20241001,2024-10-01,2024,10,1,4,1,Outubro,Terça,False
20241002,2024-10-02,2024,10,2,4,2,Outubro,Quarta,False
20241003,2024-10-03,2024,10,3,4,3,Outubro,Quinta,False
20241004,2024-10-04,2024,10,4,4,4,Outubro,Sexta,False
20241005,2024-10-05,2024,10,5,4,5,Outubro,Sábado,True
20241006,2024-10-06,2024,10,6,4,6,Outubro,Domingo,True
20241007,2024-10-07,2024,10,7,4,0,Outubro,Segunda,False
20241008,2024-10-08,2024,10,8,4,1,Outubro,Terça,False
20241009,2024-10-09,2024,10,9,4,2,Outubro,Quarta,False
20241010,2024-10-10,2024,10,10,4,3,Outubro,Quinta,False
20241011,2024-10-11,2024,10,11,4,4,Outubro,Sexta,False
20241012,2024-10-12,2024,10,12,4,5,Outubro,Sábado,True
20241013,2024-10-13,2024,10,13,4,6,Outubro,Domingo,True
20241014,2024-10-14,2024,10,14,4,0,Outubro,Segunda,False
20241015,2024-10-15,2024,10,15,4,1,Outubro,Terça,False
20241016,2024-10-16,2024,10,16,4,2,Outubro,Quarta,False
20241017,2024-10-17,2024,10,17,4,3,Outubro,Quinta,False
20241018,2024-10-18,2024,10,18,4,4,Outubro,Sexta,False
20241019,2024-10-19,2024,10,19,4,5,Outubro,Sábado,True
20241020,2024-10-20,2024,10,20,4,6,Outubro,Domingo,True
20241021,2024-10-21,2024,10,21,4,0,Outubro,Segunda,False
20241022,2024-10-22,2024,10,22,4,1,Outubro,Terça,False
20241023,2024-10-23,2024,10,23,4,2,Outubro,Quarta,False
20241024,2024-10-24,2024,10,24,4,3,Outubro,Quinta,False
20241025,2024-10-25,2024,10,25,4,4,Outubro,Sexta,False
20241026,2024-10-26,2024,10,26,4,5,Outubro,Sábado,True
20241027,2024-10-27,2024,10,27,4,6,Outubro,Domingo,True
20241101,2024-11-01,2024,11,1,4,4,Novembro,Sexta,False
20241102,2024-11-02,2024,11,2,4,5,Novembro,Sábado,True
20241103,2024-11-03,2024,11,3,4,6,Novembro,Domingo,True
20241104,2024-11-04,2024,11,4,4,0,Novembro,Segunda,False
20241105,2024-11-05,2024,11,5,4,1,Novembro,Terça,False
20241106,2024-11-06,2024,11,6,4,2,Novembro,Quarta,False
20241107,2024-11-07,2024,11,7,4,3,Novembro,Quinta,False
20241108,2024-11-08,2024,11,8,4,4,Novembro,Sexta,False
20241109,2024-11-09,2024,11,9,4,5,Novembro,Sábado,True
20241110,2024-11-10,2024,11,10,4,6,Novembro,Domingo,True
20241111,2024-11-11,2024,11,11,4,0,Novembro,Segunda,False
20241112,2024-11-12,2024,11,12,4,1,Novembro,Terça,False
20241113,2024-11-13,2024,11,13,4,2,Novembro,Quarta,False
20241114,2024-11-14,2024,11,14,4,3,Novembro,Quinta,False
20241115,2024-11-15,2024,11,15,4,4,Novembro,Sexta,False
20241116,2024-11-16,2024,11,16,4,5,Novembro,Sábado,True
20241117,2024-11-17,2024,11,17,4,6,Novembro,Domingo,True
20241118,2024-11-18,2024,11,18,4,0,Novembro,Segunda,False
20241119,2024-11-19,2024,11,19,4,1,Novembro,Terça,False
20241120,2024-11-20,2024,11,20,4,2,Novembro,Quarta,False
20241121,2024-11-21,2024,11,21,4,3,Novembro,Quinta,False
20241122,2024-11-22,2024,11,22,4,4,Novembro,Sexta,False
20241123,2024-11-23,2024,11,23,4,5,Novembro,Sábado,True
20241124,2024-11-24,2024,11,24,4,6,Novembro,Domingo,True
20241125,2024-11-25,2024,11,25,4,0,Novembro,Segunda,False
20241126,2024-11-26,2024,11,26,4,1,Novembro,Terça,False
20241127,2024-11-27,2024,11,27,4,2,Novembro,Quarta,False
20241201,2024-12-01,2024,12,1,4,6,Dezembro,Domingo,True
20241202,2024-12-02,2024,12,2,4,0,Dezembro,Segunda,False
20241203,2024-12-03,2024,12,3,4,1,Dezembro,Terça,False
20241204,2024-12-04,2024,12,4,4,2,Dezembro,Quarta,False
20241205,2024-12-05,2024,12,5,4,3,Dezembro,Quinta,False
20241206,2024-12-06,2024,12,6,4,4,Dezembro,Sexta,False
20241207,2024-12-07,2024,12,7,4,5,Dezembro,Sábado,True
20241208,2024-12-08,2024,12,8,4,6,Dezembro,Domingo,True
20241209,2024-12-09,2024,12,9,4,0,Dezembro,Segunda,False
20241210,2024-12-10,2024,12,10,4,1,Dezembro,Terça,False
20241211,2024-12-11,2024,12,11,4,2,Dezembro,Quarta,False
20241212,2024-12-12,2024,12,12,4,3,Dezembro,Quinta,False
20241213,2024-12-13,2024,12,13,4,4,Dezembro,Sexta,False
20241214,2024-12-14,2024,12,14,4,5,Dezembro,Sábado,True
20241215,2024-12-15,2024,12,15,4,6,Dezembro,Domingo,True
20241216,2024-12-16,2024,12,16,4,0,Dezembro,Segunda,False
20241217,2024-12-17,2024,12,17,4,1,Dezembro,Terça,False
20241218,2024-12-18,2024,12,18,4,2,Dezembro,Quarta,False
20241219,2024-12-19,2024,12,19,4,3,Dezembro,Quinta,False
20241220,2024-12-20,2024,12,20,4,4,Dezembro,Sexta,False
20241221,2024-12-21,2024,12,21,4,5,Dezembro,Sábado,True
20241222,2024-12-22,2024,12,22,4,6,Dezembro,Domingo,True
20241223,2024-12-23,2024,12,23,4,0,Dezembro,Segunda,False
20241224,2024-12-24,2024,12,24,4,1,Dezembro,Terça,False
20241225,2024-12-25,2024,12,25,4,2,Dezembro,Quarta,False
20241226,2024-12-26,2024,12,26,4,3,Dezembro,Quinta,False
20241227,2024-12-27,2024,12,27,4,4,Dezembro,Sexta,False
20250101,2025-01-01,2025,1,1,1,2,Janeiro,Quarta,False
20250102,2025-01-02,2025,1,2,1,3,Janeiro,Quinta,False
20250103,2025-01-03,2025,1,3,1,4,Janeiro,Sexta,False
20250104,2025-01-04,2025,1,4,1,5,Janeiro,Sábado,True
20250105,2025-01-05,2025,1,5,1,6,Janeiro,Domingo,True
20250106,2025-01-06,2025,1,6,1,0,Janeiro,Segunda,False
20250107,2025-01-07,2025,1,7,1,1,Janeiro,Terça,False
20250108,2025-01-08,2025,1,8,1,2,Janeiro,Quarta,False
20250109,2025-01-09,2025,1,9,1,3,Janeiro,Quinta,False
20250110,2025-01-10,2025,1,10,1,4,Janeiro,Sexta,False
20250111,2025-01-11,2025,1,11,1,5,Janeiro,Sábado,True
20250112,2025-01-12,2025,1,12,1,6,Janeiro,Domingo,True
20250113,2025-01-13,2025,1,13,1,0,Janeiro,Segunda,False
20250114,2025-01-14,2025,1,14,1,1,Janeiro,Terça,False
20250115,2025-01-15,2025,1,15,1,2,Janeiro,Quarta,False
20250116,2025-01-16,2025,1,16,1,3,Janeiro,Quinta,False
20250117,2025-01-17,2025,1,17,1,4,Janeiro,Sexta,False
20250118,2025-01-18,2025,1,18,1,5,Janeiro,Sábado,True
20250119,2025-01-19,2025,1,19,1,6,Janeiro,Domingo,True
20250120,2025-01-20,2025,1,20,1,0,Janeiro,Segunda,False
20250121,2025-01-21,2025,1,21,1,1,Janeiro,Terça,False
20250122,2025-01-22,2025,1,22,1,2,Janeiro,Quarta,False
20250123,2025-01-23,2025,1,23,1,3,Janeiro,Quinta,False
20250124,2025-01-24,2025,1,24,1,4,Janeiro,Sexta,False
20250125,2025-01-25,2025,1,25,1,5,Janeiro,Sábado,True
20250126,2025-01-26,2025,1,26,1,6,Janeiro,Domingo,True
20250127,2025-01-27,2025,1,27,1,0,Janeiro,Segunda,False
20250201,2025-02-01,2025,2,1,1,5,Fevereiro,Sábado,True
20250202,2025-02-02,2025,2,2,1,6,Fevereiro,Domingo,True
20250203,2025-02-03,2025,2,3,1,0,Fevereiro,Segunda,False
20250204,2025-02-04,2025,2,4,1,1,Fevereiro,Terça,False
20250205,2025-02-05,2025,2,5,1,2,Fevereiro,Quarta,False
20250206,2025-02-06,2025,2,6,1,3,Fevereiro,Quinta,False
20250207,2025-02-07,2025,2,7,1,4,Fevereiro,Sexta,False
20250208,2025-02-08,2025,2,8,1,5,Fevereiro,Sábado,True
20250209,2025-02-09,2025,2,9,1,6,Fevereiro,Domingo,True
20250210,2025-02-10,2025,2,10,1,0,Fevereiro,Segunda,False
20250211,2025-02-11,2025,2,11,1,1,Fevereiro,Terça,False
20250212,2025-02-12,2025,2,12,1,2,Fevereiro,Quarta,False
20250213,2025-02-13,2025,2,13,1,3,Fevereiro,Quinta,False
20250214,2025-02-14,2025,2,14,1,4,Fevereiro,Sexta,False
20250215,2025-02-15,2025,2,15,1,5,Fevereiro,Sábado,True
20250216,2025-02-16,2025,2,16,1,6,Fevereiro,Domingo,True
20250217,2025-02-17,2025,2,17,1,0,Fevereiro,Segunda,False
20250218,2025-02-18,2025,2,18,1,1,Fevereiro,Terça,False
20250219,2025-02-19,2025,2,19,1,2,Fevereiro,Quarta,False
20250220,2025-02-20,2025,2,20,1,3,Fevereiro,Quinta,False
20250221,2025-02-21,2025,2,21,1,4,Fevereiro,Sexta,False
20250222,2025-02-22,2025,2,22,1,5,Fevereiro,Sábado,True
20250223,2025-02-23,2025,2,23,1,6,Fevereiro,Domingo,True
20250224,2025-02-24,2025,2,24,1,0,Fevereiro,Segunda,False
20250225,2025-02-25,2025,2,25,1,1,Fevereiro,Terça,False
20250226,2025-02-26,2025,2,26,1,2,Fevereiro,Quarta,False
20250227,2025-02-27,2025,2,27,1,3,Fevereiro,Quinta,False
20250301,2025-03-01,2025,3,1,1,5,Março,Sábado,True
20250302,2025-03-02,2025,3,2,1,6,Março,Domingo,True
20250303,2025-03-03,2025,3,3,1,0,Março,Segunda,False
20250304,2025-03-04,2025,3,4,1,1,Março,Terça,False
20250305,2025-03-05,2025,3,5,1,2,Março,Quarta,False
20250306,2025-03-06,2025,3,6,1,3,Março,Quinta,False
20250307,2025-03-07,2025,3,7,1,4,Março,Sexta,False
20250308,2025-03-08,2025,3,8,1,5,Março,Sábado,True
20250309,2025-03-09,2025,3,9,1,6,Março,Domingo,True
20250310,2025-03-10,2025,3,10,1,0,Março,Segunda,False
20250311,2025-03-11,2025,3,11,1,1,Março,Terça,False
20250312,2025-03-12,2025,3,12,1,2,Março,Quarta,False
20250313,2025-03-13,2025,3,13,1,3,Março,Quinta,False
20250314,2025-03-14,2025,3,14,1,4,Março,Sexta,False
20250315,2025-03-15,2025,3,15,1,5,Março,Sábado,True
20250316,2025-03-16,2025,3,16,1,6,Março,Domingo,True
20250317,2025-03-17,2025,3,17,1,0,Março,Segunda,False
20250318,2025-03-18,2025,3,18,1,1,Março,Terça,False
20250319,2025-03-19,2025,3,19,1,2,Março,Quarta,False
20250320,2025-03-20,2025,3,20,1,3,Março,Quinta,False
20250321,2025-03-21,2025,3,21,1,4,Março,Sexta,False
20250322,2025-03-22,2025,3,22,1,5,Março,Sábado,True
20250323,2025-03-23,2025,3,23,1,6,Março,Domingo,True
20250324,2025-03-24,2025,3,24,1,0,Março,Segunda,False
20250325,2025-03-25,2025,3,25,1,1,Março,Terça,False
20250326,2025-03-26,2025,3,26,1,2,Março,Quarta,False
20250327,2025-03-27,2025,3,27,1,3,Março,Quinta,False
20250401,2025-04-01,2025,4,1,2,1,Abril,Terça,False
20250402,2025-04-02,2025,4,2,2,2,Abril,Quarta,False
20250403,2025-04-03,2025,4,3,2,3,Abril,Quinta,False
20250404,2025-04-04,2025,4,4,2,4,Abril,Sexta,False
20250405,2025-04-05,2025,4,5,2,5,Abril,Sábado,True
20250406,2025-04-06,2025,4,6,2,6,Abril,Domingo,True
20250407,2025-04-07,2025,4,7,2,0,Abril,Segunda,False
20250408,2025-04-08,2025,4,8,2,1,Abril,Terça,False
20250409,2025-04-09,2025,4,9,2,2,Abril,Quarta,False
20250410,2025-04-10,2025,4,10,2,3,Abril,Quinta,False
20250411,2025-04-11,2025,4,11,2,4,Abril,Sexta,False
20250412,2025-04-12,2025,4,12,2,5,Abril,Sábado,True
20250413,2025-04-13,2025,4,13,2,6,Abril,Domingo,True
20250414,2025-04-14,2025,4,14,2,0,Abril,Segunda,False
20250415,2025-04-15,2025,4,15,2,1,Abril,Terça,False
20250416,2025-04-16,2025,4,16,2,2,Abril,Quarta,False
20250417,2025-04-17,2025,4,17,2,3,Abril,Quinta,False
20250418,2025-04-18,2025,4,18,2,4,Abril,Sexta,False
20250419,2025-04-19,2025,4,19,2,5,Abril,Sábado,True
20250420,2025-04-20,2025,4,20,2,6,Abril,Domingo,True
20250421,2025-04-21,2025,4,21,2,0,Abril,Segunda,False
20250422,2025-04-22,2025,4,22,2,1,Abril,Terça,False
20250423,2025-04-23,2025,4,23,2,2,Abril,Quarta,False
20250424,2025-04-24,2025,4,24,2,3,Abril,Quinta,False
20250425,2025-04-25,2025,4,25,2,4,Abril,Sexta,False
20250426,2025-04-26,2025,4,26,2,5,Abril,Sábado,True
20250427,2025-04-27,2025,4,27,2,6,Abril,Domingo,True
20250501,2025-05-01,2025,5,1,2,3,Maio,Quinta,False
20250502,2025-05-02,2025,5,2,2,4,Maio,Sexta,False
20250503,2025-05-03,2025,5,3,2,5,Maio,Sábado,True
20250504,2025-05-04,2025,5,4,2,6,Maio,Domingo,True
20250505,2025-05-05,2025,5,5,2,0,Maio,Segunda,False
20250506,2025-05-06,2025,5,6,2,1,Maio,Terça,False
20250507,2025-05-07,2025,5,7,2,2,Maio,Quarta,False
20250508,2025-05-08,2025,5,8,2,3,Maio,Quinta,False
20250509,2025-05-09,2025,5,9,2,4,Maio,Sexta,False
20250510,2025-05-10,2025,5,10,2,5,Maio,Sábado,True
20250511,2025-05-11,2025,5,11,2,6,Maio,Domingo,True
20250512,2025-05-12,2025,5,12,2,0,Maio,Segunda,False
20250513,2025-05-13,2025,5,13,2,1,Maio,Terça,False
20250514,2025-05-14,2025,5,14,2,2,Maio,Quarta,False
20250515,2025-05-15,2025,5,15,2,3,Maio,Quinta,False
20250516,2025-05-16,2025,5,16,2,4,Maio,Sexta,False
20250517,2025-05-17,2025,5,17,2,5,Maio,Sábado,True
20250518,2025-05-18,2025,5,18,2,6,Maio,Domingo,True
20250519,2025-05-19,2025,5,19,2,0,Maio,Segunda,False
20250520,2025-05-20,2025,5,20,2,1,Maio,Terça,False
20250521,2025-05-21,2025,5,21,2,2,Maio,Quarta,False
20250522,2025-05-22,2025,5,22,2,3,Maio,Quinta,False
20250523,2025-05-23,2025,5,23,2,4,Maio,Sexta,False
20250524,2025-05-24,2025,5,24,2,5,Maio,Sábado,True
20250525,2025-05-25,2025,5,25,2,6,Maio,Domingo,True
20250526,2025-05-26,2025,5,26,2,0,Maio,Segunda,False
20250527,2025-05-27,2025,5,27,2,1,Maio,Terça,False
20250601,2025-06-01,2025,6,1,2,6,Junho,Domingo,True
20250602,2025-06-02,2025,6,2,2,0,Junho,Segunda,False
20250603,2025-06-03,2025,6,3,2,1,Junho,Terça,False
20250604,2025-06-04,2025,6,4,2,2,Junho,Quarta,False
20250605,2025-06-05,2025,6,5,2,3,Junho,Quinta,False
20250606,2025-06-06,2025,6,6,2,4,Junho,Sexta,False
20250607,2025-06-07,2025,6,7,2,5,Junho,Sábado,True
20250608,2025-06-08,2025,6,8,2,6,Junho,Domingo,True
20250609,2025-06-09,2025,6,9,2,0,Junho,Segunda,False
20250610,2025-06-10,2025,6,10,2,1,Junho,Terça,False
20250611,2025-06-11,2025,6,11,2,2,Junho,Quarta,False
20250612,2025-06-12,2025,6,12,2,3,Junho,Quinta,False
20250613,2025-06-13,2025,6,13,2,4,Junho,Sexta,False
20250614,2025-06-14,2025,6,14,2,5,Junho,Sábado,True
20250615,2025-06-15,2025,6,15,2,6,Junho,Domingo,True
20250616,2025-06-16,2025,6,16,2,0,Junho,Segunda,False
20250617,2025-06-17,2025,6,17,2,1,Junho,Terça,False
20250618,2025-06-18,2025,6,18,2,2,Junho,Quarta,False
20250619,2025-06-19,2025,6,19,2,3,Junho,Quinta,False
20250620,2025-06-20,2025,6,20,2,4,Junho,Sexta,False
20250621,2025-06-21,2025,6,21,2,5,Junho,Sábado,True
20250622,2025-06-22,2025,6,22,2,6,Junho,Domingo,True
20250623,2025-06-23,2025,6,23,2,0,Junho,Segunda,False
20250624,2025-06-24,2025,6,24,2,1,Junho,Terça,False
20250625,2025-06-25,2025,6,25,2,2,Junho,Quarta,False
20250626,2025-06-26,2025,6,26,2,3,Junho,Quinta,False
20250627,2025-06-27,2025,6,27,2,4,Junho,Sexta,False
20250701,2025-07-01,2025,7,1,3,1,Julho,Terça,False
20250702,2025-07-02,2025,7,2,3,2,Julho,Quarta,False
20250703,2025-07-03,2025,7,3,3,3,Julho,Quinta,False
20250704,2025-07-04,2025,7,4,3,4,Julho,Sexta,False
20250705,2025-07-05,2025,7,5,3,5,Julho,Sábado,True
20250706,2025-07-06,2025,7,6,3,6,Julho,Domingo,True
20250707,2025-07-07,2025,7,7,3,0,Julho,Segunda,False
20250708,2025-07-08,2025,7,8,3,1,Julho,Terça,False
20250709,2025-07-09,2025,7,9,3,2,Julho,Quarta,False
20250710,2025-07-10,2025,7,10,3,3,Julho,Quinta,False
20250711,2025-07-11,2025,7,11,3,4,Julho,Sexta,False
20250712,2025-07-12,2025,7,12,3,5,Julho,Sábado,True
20250713,2025-07-13,2025,7,13,3,6,Julho,Domingo,True
20250714,2025-07-14,2025,7,14,3,0,Julho,Segunda,False
20250715,2025-07-15,2025,7,15,3,1,Julho,Terça,False
20250716,2025-07-16,2025,7,16,3,2,Julho,Quarta,False
20250717,2025-07-17,2025,7,17,3,3,Julho,Quinta,False
20250718,2025-07-18,2025,7,18,3,4,Julho,Sexta,False
20250719,2025-07-19,2025,7,19,3,5,Julho,Sábado,True
20250720,2025-07-20,2025,7,20,3,6,Julho,Domingo,True
20250721,2025-07-21,2025,7,21,3,0,Julho,Segunda,False
20250722,2025-07-22,2025,7,22,3,1,Julho,Terça,False
20250723,2025-07-23,2025,7,23,3,2,Julho,Quarta,False
20250724,2025-07-24,2025,7,24,3,3,Julho,Quinta,False
20250725,2025-07-25,2025,7,25,3,4,Julho,Sexta,False
20250726,2025-07-26,2025,7,26,3,5,Julho,Sábado,True
20250727,2025-07-27,2025,7,27,3,6,Julho,Domingo,True
20250801,2025-08-01,2025,8,1,3,4,Agosto,Sexta,False
20250802,2025-08-02,2025,8,2,3,5,Agosto,Sábado,True
20250803,2025-08-03,2025,8,3,3,6,Agosto,Domingo,True
20250804,2025-08-04,2025,8,4,3,0,Agosto,Segunda,False
20250805,2025-08-05,2025,8,5,3,1,Agosto,Terça,False
20250806,2025-08-06,2025,8,6,3,2,Agosto,Quarta,False
20250807,2025-08-07,2025,8,7,3,3,Agosto,Quinta,False
20250808,2025-08-08,2025,8,8,3,4,Agosto,Sexta,False
20250809,2025-08-09,2025,8,9,3,5,Agosto,Sábado,True
20250810,2025-08-10,2025,8,10,3,6,Agosto,Domingo,True
20250811,2025-08-11,2025,8,11,3,0,Agosto,Segunda,False
20250812,2025-08-12,2025,8,12,3,1,Agosto,Terça,False
20250813,2025-08-13,2025,8,13,3,2,Agosto,Quarta,False
20250814,2025-08-14,2025,8,14,3,3,Agosto,Quinta,False
20250815,2025-08-15,2025,8,15,3,4,Agosto,Sexta,False
20250816,2025-08-16,2025,8,16,3,5,Agosto,Sábado,True
20250817,2025-08-17,2025,8,17,3,6,Agosto,Domingo,True
20250818,2025-08-18,2025,8,18,3,0,Agosto,Segunda,False
